ID,Shift_ID,Type,Realization,Status,Direction,Source_Concept,Source_Concept_ID,Target_Concept,Target_Concept_ID,Source_Language,Source_Language_ID,Target_Language,Target_Language_ID,Source_Meaning,Target_Meaning,Source_Word,Target_Word
1069,shift4868,Derivation,4,ACCEPTED,→,diamond,4428,diamonds (in cards),4429,Galician,817,Galician,817,diamond,diamonds (in cards),diamante,diamantes
1071,shift4868,Derivation,6,ACCEPTED,→,diamond,4428,diamonds (in cards),4429,Spanish,158,Spanish,158,diamond,diamonds (in cards),diamante,diamantes
1096,shift2647,Polysemy,2,ACCEPTED,→,&lt;vessel&gt;,3742,"ship, vessel",4039,Latin,245,Latin,245,trough,"boat, canoe",alveus,alveus
1098,shift2647,Polysemy,4,ACCEPTED,→,&lt;vessel&gt;,3742,"ship, vessel",4039,French,159,French,159,"tank, cistern; container",ferry,bac,bac
1099,shift2647,Polysemy,5,ACCEPTED,→,&lt;vessel&gt;,3742,"ship, vessel",4039,Romanian,139,Romanian,139,kitchenware,ship,vas,vas
1100,shift2647,Polysemy,6,ACCEPTED,—,&lt;vessel&gt;,3742,"ship, vessel",4039,Latin,245,Latin,245,trough,boat,linter,linter
1105,shift2647,Polysemy,11,ACCEPTED,—,&lt;vessel&gt;,3742,"ship, vessel",4039,Latin,245,Latin,245,small vase or urn,a ship,vascellum,vascellum
1115,shift1760,Polysemy,2,ACCEPTED,—,part,306,body part,3642,Latin,245,Latin,245,part,body part,membrum,membrum
1136,shift0130,Derivation,2,ACCEPTED,→,Jupiter,1203,Thursday,2191,French,159,French,159,the planet Jupiter,Thursday,Jupiter,jeudi
1141,shift0130,Derivation,7,NEW,→,Jupiter,1203,Thursday,2191,Italian,161,Italian,161,Jupiter,Thursday,Giove,Giovedì
1142,shift0130,Derivation,8,NEW,→,Jupiter,1203,Thursday,2191,Spanish,158,Spanish,158,Jupiter,Thursday,Jupiter,Jueves
1152,shift0130,Polysemy,18,NEW,→,Jupiter,1203,Thursday,2191,Corsican,900,Corsican,900,Jupiter,Thursday,Ghjovi,Ghjovi
1159,shift3163,Polysemy,4,ACCEPTED,—,&lt;bird&gt;,3478,freckle,1370,Romanian,139,Romanian,139,"fluture mic de seară, de culoare vânătă, cu pudră fină pe aripi",pistrui,strelici,strelici
1176,shift4383,Polysemy,1,ACCEPTED,—,flute,1326,shinbone,4036,Latin,245,Latin,245,"a musical instrument consisting of a tube with holes for strops, and a reeded mouthpiece, reed-pipe",shinbone,tibia,tibia
1177,shift4383,Polysemy,2,ACCEPTED,→,flute,1326,shinbone,4036,Romanian,139,Romanian,139,flute,(popular) shinbone,fluier,fluier
1181,shift3117,Polysemy,1,ACCEPTED,→,ice,1730,glass (material),791,French,159,French,159,ice,mirror,glace,glace
1201,shift1702,Derivation,2,NEW,?,"to get, obtain",2691,cattle,914,Spanish,158,Spanish,158,"to get, to acquire","cattle, livestock",ganar,ganado
1210,shift3590,Polysemy,6,ACCEPTED,→,father,1242,boss,3651,Latin,245,Latin,245,father,one who supervises or has charge; the senior member or president (of a religious or other sodality),pater,pater
1219,shift5917,Derivation,4,ACCEPTED,→,tea,2137,Saint-John&#39;s-wort (Hypericum),3926,Spanish,158,Spanish,158,tea,Saint-John's-wort (Hypericum),té,té borde
1234,shift0265,Polysemy,4,ACCEPTED,—,to fall down,2605,to happen,2735,Latin,245,Latin,245,to go down,"to happen, occur","accido, -ere","accido, -ere"
1246,shift2244,Derivation,3,ACCEPTED,→,"to follow, go after smb.",2649,next,1860,French,159,French,159,to follow,next,suivre,suivant
1250,shift2244,Derivation,7,ACCEPTED,→,"to follow, go after smb.",2649,next,1860,French,159,French,159,to follow,next,suivre,suivant
1251,shift2244,Derivation,8,ACCEPTED,→,"to follow, go after smb.",2649,next,1860,Portuguese,117,Portuguese,117,to follow,next,seguir,seguinte
1253,shift2244,Derivation,10,ACCEPTED,→,"to follow, go after smb.",2649,next,1860,Italian,161,Italian,161,to follow,next,seguire,seguente
1254,shift2244,Derivation,11,ACCEPTED,→,"to follow, go after smb.",2649,next,1860,Spanish,158,Spanish,158,to follow,next,seguir,siguiente
1259,shift3451,Polysemy,1,ACCEPTED,→,"naked, bare",1819,"only, just",4547,Latin,245,Latin,245,naked,only,nudus,nudum
1280,shift0944,Polysemy,11,ACCEPTED,→,button (on a dress),3738,push button,499,French,159,French,159,button (on a dress),push button,bouton,bouton
1296,shift7461,Derivation,2,ACCEPTED,→,after,1952,consequently,1084,Spanish,158,Spanish,158,after,consequently,despues,pues
1309,shift0354,Polysemy,10,ACCEPTED,—,to strew,3233,to pour,2993,Latin,245,Latin,245,to scatter,to pour,"fundo, -ere","fundo, -ere"
1314,shift0354,Polysemy,15,ACCEPTED,—,to strew,3233,to pour,2993,French,159,French,159,to strew,to pour,verser,verser
1380,shift1131,Polysemy,5,ACCEPTED,?,to open (tr.),2949,"to learn, find out",2836,Spanish,158,Spanish,158,to open,to reveal,descubrir,descubrir
1385,shift8397,Derivation,3,ACCEPTED,→,pearl,329,pearl barley,330,French,159,French,159,(relational) pearl,pearl barley,perlé,orge perlé
1405,shift2695,Polysemy,3,ACCEPTED,→,to open (tr.),2949,to begin (tr.),2332,Romanian,139,Romanian,139,to open,to begin,a deschide,a deschide
1410,shift0851,Polysemy,2,ACCEPTED,→,heavy (of weight),1594,pregnant,456,Romanian,139,Romanian,139,heavy,pregnant,greu,greu
1421,shift0851,Polysemy,13,ACCEPTED,→,heavy (of weight),1594,pregnant,456,Latin,245,Latin,245,heavy,pregnant,gravis,gravida
1425,shift0851,Derivation,17,ACCEPTED,→,heavy (of weight),1594,pregnant,456,Romanian,139,Romanian,139,"to load, to burden",pregnant,a însărcina,însărcinată
1444,shift5516,Derivation,3,NEW,→,"grain, seed",823,rook,1494,Romanian,139,Romanian,139,crops,rook,semănătură,cioară de semănătură
1479,shift3739,Polysemy,5,ACCEPTED,→,to perceive smell,2969,to detect,2515,Italian,161,Italian,161,to perceive smell,to detect,odorare,odorare
1480,shift3739,Polysemy,6,NEW,→,to perceive smell,2969,to detect,2515,Spanish,158,Spanish,158,to perceive smell,"to know or guess something that was judged hidden, to suspect it",oler,oler
1491,shift0888,Polysemy,10,ACCEPTED,→,back (body part),3485,"mountain ridge, edge",731,Latin,245,Latin,245,back,range,dorsum,dorsum
1505,shift0888,Polysemy,24,ACCEPTED,—,back (body part),3485,"mountain ridge, edge",731,Italian,161,Italian,161,back,mountain range,schiena,schiena
1518,shift0983,Polysemy,4,ACCEPTED,—,"to slow, linger",3175,"to inhabit, live",2793,French,159,French,159,"to slow, linger","to inhabit, live",demeurer,demeurer
1523,shift0569,Polysemy,5,ACCEPTED,→,to go out,2708,to result in,3079,Italian,161,Italian,161,exit,"outcome, result",esito,esito
1524,shift2724,Polysemy,1,ACCEPTED,→,to cut,2484,to dilute,2521,Italian,161,Italian,161,to cut,to dilute (e.g. wine),tagliare,tagliare
1526,shift2724,Polysemy,3,ACCEPTED,→,to cut,2484,to dilute,2521,French,159,French,159,to cut,"to dilute, to water (wine, milk)",couper,couper
1533,shift0938,Derivation,6,ACCEPTED,—,"fearful, dreadful",1247,very,3761,French,159,French,159,horrible,"very, extremely",terrible,terriblement
1553,shift0443,Derivation,3,ACCEPTED,?,mother,720,womb,110,Latin,245,Latin,245,mother,pregnant (animal),mater,matrix
1569,shift0905,Polysemy,4,ACCEPTED,→,left,183,clumsy,1016,French,159,French,159,left,clumsy,gauche,gauche
1582,shift6173,Polysemy,1,NEW,→,bear (Ursus),3539,sloth (South American mammal),4119,Spanish,158,Spanish,158,bear (Ursus),"(Honduras, Panama, Ecuador) sloth (South American mammal)",oso,oso perezoso
1589,shift6858,Polysemy,7,ACCEPTED,→,&lt;foreign country&gt;,1209,turkey,3465,Portuguese,117,Portuguese,117,country in Latin America,turkey,Peru,peru
1595,shift4247,Polysemy,3,ACCEPTED,→,pear,328,potato,445,Romanian,139,Romanian,139,pear,(dialect) potato,pară,pară
1626,shift6208,Derivation,1,NEW,→,"to strike, hit",3234,Bitis arietans,3606,French,159,French,159,"to strike, hit",Bitis arietans,heurter,vipère heurtante
1631,shift2633,Derivation,1,NEW,→,to promise,3008,to answer,2228,Latin,245,Latin,245,to take an oath,to respond,"spondeo, -ere","respondeo, -ere"
1641,shift1299,Derivation,4,ACCEPTED,?,to love,2874,any,2012,Spanish,158,Spanish,158,to love,any,querer,cualquier
1655,shift0692,Polysemy,4,ACCEPTED,→,"to strike, hit",3234,to kill,2820,Latin,245,Latin,245,"to beat, hit",to kill,"caedo, -ere","caedo, -ere"
1657,shift0692,Polysemy,6,ACCEPTED,—,"to strike, hit",3234,to kill,2820,Latin,245,Latin,245,"to beat, to hit, to push","to slaughter, to kill, to decapitate","ferio, -ire","ferio, -ire"
1659,shift0692,Polysemy,8,ACCEPTED,—,"to strike, hit",3234,to kill,2820,Romanian,139,Romanian,139,to beat,to kill,a ucide,a ucide
1678,shift8211,Motivation,1,ACCEPTED,→,"nut, hazel",1898,July,1198,Aromanian,1231,Aromanian,1231,"nut, hazel",July,alunã,alunar
1679,shift8211,Motivation,2,ACCEPTED,→,"nut, hazel",1898,July,1198,Romanian,139,Romanian,139,"nut, hazel","(obsolete, popular/folk usage) July",alună,alunar
1714,shift2086,Polysemy,11,NEW,→,owner,4576,husband,1694,Romanian,139,Romanian,139,"mister, also term of address to a man",(popular) husband,domn,domn
1715,shift2086,Polysemy,12,NEW,→,owner,4576,husband,1694,Romanian,139,Romanian,139,"‘master, owner’, ‘peasant, owner of a peasant household’, ‘master, head of family’","(popular, colloquial, dated) husband",gospodar,gospodar
1780,shift5417,Polysemy,1,ACCEPTED,→,phosphorus,364,match (for fire),605,Portuguese,117,Portuguese,117,phosphorus,match (for fire),fósforo,fósforo
1781,shift5417,Polysemy,2,ACCEPTED,→,phosphorus,364,match (for fire),605,Galician,817,Galician,817,phosphorus,match (for fire),fósforo,fósforo
1782,shift5417,Polysemy,3,ACCEPTED,→,phosphorus,364,match (for fire),605,Spanish,158,Spanish,158,phosphorus,match (for fire),fósforo,fósforo
1798,shift2136,Derivation,4,ACCEPTED,→,to speak,3193,to foresee,2651,Latin,245,Latin,245,to speak,"foretell, advise, give notice","dico, -ere","prædico, -ere"
1921,shift0988,Polysemy,1,ACCEPTED,→,to thrust (into),3299,to practice witchcraft,2994,Latin,245,Latin,245,"to fix by thrusting down into something, to stick (a weapon in someone)","to bind with a spell, to bewitch","dēfīgo, -ere","dēfīgo, -ere"
1925,shift8369,Polysemy,2,NEW,→,peace,323,to kiss,2821,Spanish,158,Spanish,158,peace,"during a mass, a kiss that people give each other as a sign of peace and reconciliation",paz,paz
1935,shift4036,Polysemy,1,NEW,→,father,1242,"cause, reason",917,Italian,161,Italian,161,father,cause,padre,padre
1947,shift0980,Polysemy,7,ACCEPTED,—,to move quickly,2930,to flow,2639,Latin,245,Latin,245,to run,to flow,"curro, -ere","curro, -ere"
1970,shift5441,Polysemy,1,NEW,→,"to adorn, decorate",2223,"to decorate, award",2497,Romanian,139,Romanian,139,"to adorn, decorate","to decorate, award",decora,decora
1979,shift5552,Derivation,3,ACCEPTED,→,squirrel (Sciurus),4237,Siberian flying squirrel,4064,Spanish,158,Spanish,158,squirrel (Sciurus),Siberian flying squirrel,ardilla,ardilla voladora
1980,shift5552,Derivation,4,ACCEPTED,→,squirrel (Sciurus),4237,Siberian flying squirrel,4064,Catalan,312,Catalan,312,squirrel (Sciurus),Siberian flying squirrel,esquirol,esquirol volador
1983,shift5552,Derivation,7,ACCEPTED,→,squirrel (Sciurus),4237,Siberian flying squirrel,4064,Portuguese,117,Portuguese,117,squirrel (Sciurus),Siberian flying squirrel,esquilo,esquilo voador
1984,shift5552,Derivation,8,ACCEPTED,→,squirrel (Sciurus),4237,Siberian flying squirrel,4064,Romanian,139,Romanian,139,squirrel (Sciurus),Siberian flying squirrel,veveriță,veveriță zburătoare
2007,shift0821,Polysemy,5,ACCEPTED,→,yellow,2079,gold,807,Romanian,139,Romanian,139,yellow,golden coin (hist),galben,galben
2026,shift0096,Polysemy,7,ACCEPTED,→,inflated,1774,proud,487,French,159,French,159,inflated,proud,gonflé,gonflé
2030,shift1978,Polysemy,1,NEW,→,to row (with oars),3098,to fly,2642,Portuguese,117,Portuguese,117,NA,NA,remar,remar
2036,shift1316,Polysemy,1,ACCEPTED,→,to go out,2708,to run out (of smth),3103,Italian,161,Italian,161,"to leave, to withdraw","to disappear, to pass, to finish",andarsene,andarsene
2048,shift4368,Polysemy,8,ACCEPTED,→,cat,905,anchor,1991,Romanian,139,Romanian,139,(dated) cat,(dated) anchor,cătușă,cătușă
2049,shift4368,Polysemy,9,ACCEPTED,→,cat,905,anchor,1991,Romanian,139,Romanian,139,(colloquial) cat,(dated) ship anchor,mâță,mâță
2089,shift2541,Polysemy,1,ACCEPTED,→,big,3588,great,839,French,159,French,159,"big, large",great,grand,grand
2091,shift2541,Polysemy,3,ACCEPTED,→,big,3588,great,839,Romanian,139,Romanian,139,"big, large",great,mare,mare
2112,shift5308,Polysemy,2,ACCEPTED,→,grass,833,cannabis,886,Spanish,158,Spanish,158,grass,"certain types of drugs, such as marijuana.",hierba,hierba
2113,shift5308,Polysemy,3,ACCEPTED,→,grass,833,cannabis,886,Italian,161,Italian,161,grass,cannabis,erba,erba
2128,shift2708,Polysemy,1,ACCEPTED,→,&lt;furniture&gt;,1212,&lt;office&gt;,4508,French,159,French,159,desk,office,bureau,bureau
2134,shift2708,Polysemy,7,ACCEPTED,→,&lt;furniture&gt;,1212,&lt;office&gt;,4508,Italian,161,Italian,161,bench,court,banco,banco
2153,shift2873,Polysemy,14,ACCEPTED,—,low (location),263,low (size),264,French,159,French,159,low (location),low (size),bas,bas
2154,shift2873,Polysemy,15,ACCEPTED,—,low (location),263,low (size),264,Italian,161,Italian,161,low (location),low (size),basso,basso
2158,shift8222,Motivation,1,ACCEPTED,→,oven,4572,July,1198,Romanian,139,Romanian,139,oven,(popular/folk usage) July,cuptor,cuptor
2163,shift1646,Polysemy,3,ACCEPTED,→,bone,3645,stone (of a fruit),4280,Latin,245,Latin,245,bone,stone (fruit),os,os
2171,shift2835,Polysemy,1,ACCEPTED,→,iron,1806,weapon,32,Italian,161,Italian,161,iron,weapon (poet.),ferro,ferro
2174,shift2835,Polysemy,4,ACCEPTED,→,iron,1806,weapon,32,Spanish,158,Spanish,158,iron,cold weapon,hierro,hierro
2175,shift2835,Polysemy,5,ACCEPTED,→,iron,1806,weapon,32,French,159,French,159,iron,sword-blade; rapier; sword; dagger; arm,fer,fer
2178,shift3147,Derivation,1,ACCEPTED,→,bull,3715,frog,1384,Romanian,139,Romanian,139,bull,fire-bellied toad,buhai,buhai-de-baltă
2179,shift3147,Derivation,2,ACCEPTED,→,bull,3715,frog,1384,Romanian,139,Romanian,139,bull,moor frog,bou,bou-de-baltă
2199,shift1808,Derivation,3,ACCEPTED,→,moon,708,insane,1784,Latin,245,Latin,245,moon,"sleep-walker, epileptic, madman",luna,lunaticus
2216,shift0114,Polysemy,4,ACCEPTED,—,to give birth,2693,to cause,2410,French,159,French,159,to give birth,to lead to,engendrer,engendrer
2226,shift4158,Polysemy,2,ACCEPTED,→,to move away,2927,"to destroy, annihilate",2514,Romanian,139,Romanian,139,"to move away, to shift","to remove, to eliminate",a îndepărta,a îndepărta
2230,shift4158,Polysemy,6,ACCEPTED,—,to move away,2927,"to destroy, annihilate",2514,French,159,French,159,to move away,to destroy,enlever,enlever
2245,shift3241,Derivation,2,ACCEPTED,→,&lt;foreigner&gt;,1210,syphilis,4372,Italian,161,Italian,161,Moroccan,syphilis,marocchino,marocchinato
2246,shift3241,Derivation,3,ACCEPTED,→,&lt;foreigner&gt;,1210,syphilis,4372,French,159,French,159,Neapolitan,syphilis,de Naples,mal (maladie) de Naples
2247,shift3241,Polysemy,4,ACCEPTED,→,&lt;foreigner&gt;,1210,syphilis,4372,French,159,French,159,spanish,syphilis,d’Espagne,mal d’Espagne
2249,shift3241,Polysemy,6,ACCEPTED,→,&lt;foreigner&gt;,1210,syphilis,4372,French,159,French,159,Prussian,syphilis,prussien,maladie prussienne
2257,shift0673,Derivation,7,ACCEPTED,→,green,845,plant (biol.),398,French,159,French,159,green,"greens, grass, leaves, vegetables, salad",vert,verdure
2275,shift7278,Derivation,1,NEW,→,sixth,4094,Friday,1378,Portuguese,117,Portuguese,117,sixth,Friday,Sexta,Sexta-feira
2294,shift8586,Derivation,4,ACCEPTED,→,grandfather,826,uncle (mother&#39;s brother),509,Latin,245,Latin,245,grandfather,maternal uncle,avus,avunculus
2301,shift0916,Polysemy,2,NEW,?,there,2166,then,2165,Spanish,158,Spanish,158,there,then,allà,allà
2323,shift1300,Polysemy,4,ACCEPTED,→,to touch,3307,"to concern, be related to",2448,French,159,French,159,to touch,"to concern, be related to",toucher,toucher
2325,shift1300,Polysemy,6,NEW,—,to touch,3307,"to concern, be related to",2448,Spanish,158,Spanish,158,to touch,to deal with,tocar,tocar
2327,shift1300,Polysemy,8,NEW,→,to touch,3307,"to concern, be related to",2448,French,159,French,159,to touch,to be related to subject,effleurer,effleurer
2336,shift2664,Derivation,4,ACCEPTED,—,pig (Sus scrofa),369,hedgehog (Еrinaceus),1595,Italian,161,Italian,161,pig (Sus scrofa),(popular) hedgehog,porco,porcospino
2350,shift3279,Derivation,5,ACCEPTED,→,to give,2692,to marry off (a daughter),2905,Spanish,158,Spanish,158,to give,to marry off (a daughter),dar,dar en matrimonio
